BvD,name,ISO,NACE,revenue,employees,city,ROE,ind.NAICS,logrev
JP3140001036976,JAPAN ENGINE CORPORATION,JP,2811,103766.9897,302,AKASHI,2.953,28,5.016059218
KR1101111848914,GAMEVIL INC.,KR,5829,103524.668,NA,SEOUL,4.903,58,5.015043846
KR1101110123408,"YOUNGSIN METAL INDUSTRIAL CO.,LTD.",KR,2594,103453.0727,NA,PYEONGTAEK,16.645,25,5.014743395
KR1101110562896,"SIGONG TECH CO.,LTD.",KR,9102,103448.2973,NA,SEONGNAM-SI,17.475,91,5.014723347
JP8180001084265,SOTOH CO LTD,JP,1330,103212.5795,677,ICHINOMIYA,0.231,13,5.013732632
KR1101111166803,INFO BANK CORP.,KR,6190,103193.4225,NA,SEONGNAM-SI,2.94,61,5.013652017
JP7140001061401,FUJIPREAM CORPORATION,JP,2611,103108.1365,169,HIMEJI,0.309,26,5.013292938
JP2290001038257,KYORITSU AIR TECH INC,JP,2899,103052.2137,342,FUKUOKA,15.136,28,5.013057326
JP9010001101820,AKIBA HOLDINGS CO LTD,JP,2620,102963.69,109,TOKYO,37.11,26,5.012684098
JP8210001002891,FUKUI COMPUTER HOLDINGS INC,JP,6201,102902.9976,525,FUKUICHO,39.09,62,5.012428026
KR1101114358382,"ME2ON CO.,LTD.",KR,5829,102868.6445,NA,SEOUL,49.204,58,5.012283017
JP9010001028064,EF-ON INC,JP,3511,102609.5798,172,TOKYO,18.769,35,5.011187909
KR1348110112334,"DIGITAL IMAGING TECHNOLOGY, INC.",KR,2899,102574.4072,NA,HWASEONG-SI,8.481,28,5.011039016
KR1243110020000,"SUNGWOO ELECTRONICS CO.,LTD.",KR,2630,102556.0473,NA,ANSAN-SI,-5.71,26,5.010961274
JP7013201019157,MISAWA & CO LTD,JP,4759,102494.7178,174,NA,45.503,47,5.010701484
KR1101114255801,"NEOOTO CO.,LTD.",KR,2932,102298.7585,109,SEOUL,3.703,29,5.009870363
KR2112110000553,"CLEAN & SCIENCE CO.,LTD.",KR,1711,102192.7825,NA,SEOUL,22.88,17,5.009420224
KR1615110001572,HYUNDAI FEED INC.,KR,1091,102066.4222,81,NA,7.018,10,5.008882891
JP2190001015679,TOUMEI CO LTD,JP,4666,101992.5216,339,YOKKAICHI,16.726,46,5.008568329
KR1201110046476,KISHIN CORPORATION,KR,2599,101954.4802,NA,INCHEON,4.558,25,5.008406315
KR1101112948086,INTELLIAN TECHNOLOGIES INC.,KR,2630,101893.0485,NA,PYEONGTAEK,7.812,26,5.008144556
KR1101110220882,"MONALISA CO.,LTD.",KR,1722,101877.8991,185,SEOUL,4.72,17,5.008079981
JP3010401020097,TOKAI KISEN CO LTD,JP,5010,101857.1258,345,MINATO,0.071,50,5.007991417
JP7013301003168,KANAME KOGYO CO LTD,JP,4941,101853.4213,446,TOKYO,7.143,49,5.007975622
KR1644110000820,"WOOYANG CO.,LTD.",KR,1031,101838.8397,272,NA,11.273,10,5.007913443
JP6021001020459,HODEN SEIMITSU KAKO KENKYUSHO CO LTD,JP,2891,101712.2241,759,ATSUGI,-3.174,28,5.007373151
JP6010001195295,ITBOOK HOLDINGS CO LTD,JP,NA,101626.4649,1433,TOKYO,1.6,NA,5.007006819
JP9330001006698,TRANS GENIC INC,JP,7211,101625.3761,250,FUKUOKA,-5.653,72,5.007002166
JP1010401051219,FRONTEO INC,JP,6209,101533.2716,387,TOKYO,4.991,62,5.00660838
KR1701110233338,"DAEHO AL CO.,LTD.",KR,2442,101517.3161,160,DAEGU,-13.07,24,5.006540127
KR1760110020723,"WORLDEX INDUSTRY & TRADING CO.,LTD.",KR,2611,101436.0344,NA,NA,26.121,26,5.006192262
JP8130001017089,KING CO LTD,JP,1413,101415.439,194,SHINAGAWA,6.973,14,5.006104075
JP1021001002692,A&T CORPORATION,JP,2651,101261.4422,461,FUJISAWA,12.007,26,5.005444108
KR1101110597166,"COREANA COSMETICS CO.,LTD.",KR,2042,101228.4363,NA,NA,4.272,20,5.005302528
JP6010401083455,TOWA FOOD SERVICE CO LTD,JP,5610,101209.6693,265,MINATO,8.474,56,5.005222006
KR1101110031510,BOOKOOK SECURITIES CO,KR,6419,101115.8409,259,SEOUL,7.796,64,5.004819198
KR1101111271834,"INBODY CO.,LTD.",KR,3250,101104.6084,NA,SEOUL,20.201,32,5.004770951
JP3140001059036,SANKI SERVICE CORPORATION,JP,7490,101074.2178,357,NA,24.011,74,5.004640389
KR1101111905516,"NAS MEDIA CO.,LTD.",KR,7311,101059.63,NA,SEOUL,22.303,73,5.004577704
JP4240001040001,"YAMAMI CO., LTD.",JP,1041,101056.3573,218,HIROSHIMA,15.676,10,5.00456364
JP8011001034045,SANKO SANGYO CO LTD,JP,1812,100940.2045,553,TOKYO,-2.65,18,5.00406418
JP6010601012585,TOKYO RAKUTENCHI CO LTD,JP,5914,100696.4237,125,SUMIDA,5.055,59,5.003014047
JP3080001002092,SHUEI YOBIKO CO LTD,JP,8552,100687.7794,729,SHIZUOKA,-8.512,85,5.002976763
JP9120001111255,LINICAL CO LTD,JP,7211,100600.1967,842,OSAKA,15.139,72,5.00259883
JP9021001012619,SHOWA SHINKU CO LTD,JP,2611,100589.2215,238,NA,13.274,26,5.002551447
KR1101110787080,"KORYO CREDIT INFORMATION CO.,LTD.",KR,8291,100584.3493,NA,SEOUL,33.762,82,5.002530411
KR1301110007616,"DAEJOO ELECTRONIC MATERIALS CO.,LTD.",KR,2611,100521.9447,NA,NA,-0.786,26,5.002260882
KR1101112233560,"CTK COSMETICS CO.,LTD.",KR,2042,100473.3785,NA,SEOUL,5.835,20,5.002051006
JP6012401003599,GAKKYUSHA CO LTD,JP,8552,100467.7404,515,TOKYO,35.707,85,5.002026635
JP1010001035010,WAKAMOTO PHARMACEUTICAL CO LTD,JP,2120,100431.457,315,NA,-7.626,21,5.001869763
JP2011101016386,NIHON SEIKO CO LTD,JP,2445,100400.6658,219,SHINSHUKU,5.93,24,5.001736593
JP2270001000870,TOTTORI BANK,JP,6419,100331.1902,675,TOTTORI,2.856,64,5.001435964
JP2010401054419,BROADMEDIA CORPORATION,JP,6209,100286.8868,404,TOKYO,7.999,62,5.00124415
KR1341110003462,"SAMHWA CROWN & CLOSURE CO.,LTD.",KR,2572,100172.9328,NA,ANSAN-SI,7.493,25,5.000750389
KR1350110038048,"KOREA ARLICO PHARM CO.,LTD.",KR,2120,100011.4152,150,SEOUL,17.046,21,5.000049573
KR1101111351660,UNI POINT CORP.,KR,6201,99993.07097,NA,SEOUL,-0.364,62,4.999969907
JP9120001077892,"KIMURA KOHKI CO.,LTD.",JP,2521,99918.77464,314,NA,38.622,25,4.999647099
KR1101111437379,LUTRONIC CORPORATION,KR,3250,99917.77731,NA,GOYANG-SI,-7.793,32,4.999642765
JP1110001022782,TAIYO KOKI CO LTD,JP,2849,99841.37257,228,NIIGATA,28.443,28,4.999310543
JP3010405005210,JAPAN EXCELLENT INC,JP,9499,99806.28276,NA,TOKYO,3.157,94,4.999157881
JP5120001060472,ALMETAX MANUFACTURING CO LTD,JP,2512,99760.19187,411,NA,-1.053,25,4.998957276
JP3010001067118,NJ HOLDINGS INC,JP,2611,99750.16663,659,TOKYO,6.713,26,4.99891363
JP9010801012135,YAMADA CORPORATION,JP,2899,99743.42303,313,OTA,19.121,28,4.998884268
JP4011501003552,NIPPON FELT CO LTD,JP,1395,99741.80656,626,NA,3.842,13,4.99887723
KR1301110009274,"WISCOM CO.,LTD.",KR,2016,99715.0359,NA,ANSAN-SI,1.301,20,4.99876065
JP3370001005710,TOSNET CORPORATION,JP,8010,99687.07875,932,SENDAI,18.174,80,4.99863887
KR2001110093313,"WOORIRO CO., LTD",KR,4677,99641.25027,NA,GWANGJU,-34.033,46,4.998439168
KR1701110020694,SEWON CORPORATION,KR,2932,99565.42889,483,NA,8.54,29,4.998108569
KR1911110019783,AMICOGEN INC.,KR,1089,99482.54497,NA,NA,-0.721,10,4.997746887
JP8013301027281,SANKO MARKETING FOODS CO LTD,JP,5610,99381.72887,268,TOKYO,-37.194,56,4.997306548
JP7020001008505,CREATE MEDIC CO LTD,JP,3250,99376.47156,1183,YOKOHAMA,8.361,32,4.997283573
JP4010701012248,"SPARX GROUP CO.,LTD.",JP,6420,99116.83874,169,TOKYO,19.515,64,4.996147442
JP6011401003931,TAKASAGO TEKKO K K,JP,2432,99080.42264,141,ITABASHI,17.295,24,4.99598785
KR2111110001529,"DAEHWA PHARM CO.,LTD.",KR,2120,98989.08927,NA,NA,18.046,21,4.995587329
JP7010001053015,NAKABOHTEC CORROSION PROTECTING CO LTD,JP,2059,98957.31589,264,NA,8.932,20,4.995447907
JP6010001087526,NEOS CORPORATION,JP,6209,98864.04307,442,CHIYODA,16.739,62,4.995038367
KR1601110019277,"HAN KOOK CAPITAL CO.,LTD",KR,6492,98793.43717,202,DAEJEON,9.11,64,4.994728095
JP9011001037410,HIRAMATSU INC,JP,5610,98709.87629,602,TOKYO,2.772,56,4.994360608
KR1101110012437,"DAEHAN SYNTHETIC FIBER CO.,LTD.",KR,1310,98666.46705,161,SEOUL,3.823,13,4.994169578
KR1101111195109,"DAEA TI CO.,LTD.",KR,6209,98645.99201,NA,BUCHEON-SI,2.974,62,4.994079445
JP9010001059621,YUKI GOSEI KOGYO CO LTD,JP,2120,98592.4597,309,NA,-0.465,21,4.993843702
KR1101111568885,"HLB LIFE SCIENCE CO.,LTD.",KR,7112,98478.58313,NA,HWASEONG-SI,-1.965,71,4.993341792
JP8010001107240,TSUNAGU SOLUTIONS INC,JP,7022,98351.55302,589,TOKYO,9.578,70,4.992781222
JP1010501007351,ATOM LIVIN TECH CO LTD,JP,4674,98345.39905,124,NA,7.381,46,4.992754047
KR1101111873755,"WEMADE CO.,LTD.",KR,5829,98158.68504,NA,SEONGNAM-SI,-4.41,58,4.991928732
JP1013201016399,MEIHO ENTERPRISE CO LTD,JP,6831,97993.44607,75,TOKYO,6.947,68,4.99119703
JP8140001050221,TOKUDEN CO LTD,JP,2899,97917.11469,250,AMAGASAKI,16.287,28,4.990858608
KR1101110150691,"DAEDONG STEEL CO.,LTD.",KR,2410,97849.84327,43,INCHEON,0.563,24,4.990560134
JP9180301001381,CDS CO LTD,JP,6201,97737.22126,712,NAGOYA,24.693,62,4.990059988
JP6120001056412,DAIKEN CO LTD,JP,2599,97722.08692,310,OSAKA,3.446,25,4.989992733
KR1101111883225,"COWEAVER IND. CO.,LTD.",KR,2630,97712.2271,NA,SEOUL,20.404,26,4.989948912
JP7040001066245,POWDERTECH CO LTD,JP,2059,97675.02229,256,KASHIWA,12.874,20,4.989783519
JP2011801011868,HOSHI IRYO-SANKI CO LTD,JP,4675,97607.94692,407,NA,9.98,46,4.989485178
KR1101110881642,"KOAS CO.,LTD.",KR,3101,97490.1041,NA,SEOUL,9.066,31,4.988960534
JP1011101008616,JESCO HOLDINGS INC,JP,7112,97442.98664,622,TOKYO,-2.726,71,4.988750587
KR1601110075170,LIGHTRON INC.,KR,2630,97400.10324,NA,DAEJEON,5.4,26,4.988559417
KR1101110509872,"VT GMP CO.,LTD.",KR,2829,97388.66949,NA,NA,4.98,28,4.988508433
KR1201110095499,TAPEX INC.,KR,2229,97258.10894,NA,HWASEONG-SI,9.725,22,4.987925821
JP7380001005689,DAITO BANK,JP,6419,97184.91595,506,KORIYAMA,3.717,64,4.987598863
KR1746110001096,"CHARM ENGINEERING CO.,LTD.",KR,2611,97179.30863,NA,YONGIN-SI,-29.21,26,4.987573805
KR1101112023185,UBIQUOSS HOLDINGS INC.,KR,2630,97124.93049,NA,SEONGNAM-SI,8.338,26,4.987330721
JP1010601027646,FUJI SOFT SERVICE BUREAU INCORPORATED,JP,7820,97079.60776,465,TOKYO,19.487,78,4.987128013
JP5130001011549,"PHARMA FOODS INTERNATIONAL CO., LTD.",JP,2120,97023.15319,137,KYOTO,15.491,21,4.986875385
KR1156110003902,HAATZ INC.,KR,2751,96998.57447,206,PYEONGTAEK,4.109,27,4.986765352
JP4010001091991,INTELLIGENT WAVE INC,JP,6201,96984.58001,413,TOKYO,14.964,62,4.986702689
JP5120101037593,HOKUSHIN CO LTD,JP,1629,96956.1395,167,KISHIWADA,4.336,16,4.986575315
JP2120001034108,I'LL INC,JP,6201,96928.42217,665,OSAKA,34.202,62,4.986451143
JP6011501017030,SHIGEMATSU WORKS CO LTD,JP,2219,96896.48818,365,NA,1.687,22,4.986308037
JP3010005011484,INDUSTRIAL&INFRASTRUCTURE FUND INVESTMENT CORPORATION,JP,9499,96863.24937,NA,TOKYO,7.164,94,4.986159034
JP7010001040938,KYOTO KIMONO YUZEN CO LTD,JP,4771,96726.24988,575,TOKYO,-7.117,47,4.98554435
JP1011101050337,DRECOM CO LTD,JP,6209,96649.83292,367,TOKYO,-117.427,62,4.985201108
KR1601110302755,"INTELLIGENT DIGITAL INTEGRATED SECURITY CO.,LTD.",KR,2630,96627.34887,NA,DAEJEON,3.777,26,4.985100064
KR1301110007765,"BOSUNG POWERTEC CO.,LTD.",KR,2711,96460.70609,NA,NA,1.754,27,4.984350437
JP2011001024084,YOMEISHU SEIZO CO LTD,JP,1101,96402.34923,280,TOKYO,2.914,11,4.984087617
JP8380001003122,COCOLONET CO LTD,JP,9603,96349.13855,553,FUKUSHIMA,6.029,96,4.983847836
JP3010005015394,FRONTIER REAL ESTATE INVESTMENT CORPORATION,JP,9499,96276.00431,NA,TOKYO,6.763,94,4.983518058
JP1180001045224,CHUOH PACK INDUSTRY CO LTD,JP,1721,96252.47802,191,KIYOSU,6.18,17,4.983411919
KR1101112743866,"ECHOMARKETING CO.,LTD.",KR,7311,96178.04846,NA,SEOUL,39.487,73,4.983075961
JP5120001103529,"N.FIELD CO.,LTD.",JP,8690,96061.77228,1327,OSAKA,22.129,86,4.982550595
JP9120001073842,ADVANCE CREATE CO LTD,JP,6622,96018.66739,318,OSAKA,27.675,66,4.982355674
KR1101110010001,"SAMYOUNG CHEMICAL CO.,LTD.",KR,2059,95995.9272,NA,SEOUL,-3.995,20,4.982252808
KR1101110032154,"KUKJE PHARMA  CO.,LTD.",KR,2120,95976.50934,NA,SEONGNAM-SI,0.199,21,4.982164951
KR1201110230277,MERCURY CORPORATION,KR,2630,95912.75394,190,INCHEON,4.074,26,4.981876361
JP3170001001614,"CYBERLINKS CO.,LTD.",JP,6201,95763.39436,663,WAKAYAMA,10.002,62,4.981199531
KR1101111105364,"UB CARE CO.,LTD.",KR,8690,95744.16696,NA,SEOUL,10.585,86,4.981112325
JP5180001085084,BRASS CORPORATION,JP,9609,95710.19268,406,NAGOYA,15.469,96,4.980958191
JP5010501009996,AIRTECH JAPAN LTD,JP,2899,95696.61467,368,NA,5.72,28,4.980896575
KR1313110026091,"BRAIN CONTENTS CO.,LTD.",KR,2611,95535.48411,NA,SEOUL,6.796,26,4.980164709
JP1010001110481,KEYHOLDER  INC,JP,9200,95517.20668,512,TOKYO,-1.152,92,4.980081613
JP6120101025572,HOUSEFREEDOM CO LTD,JP,6831,95394.791,218,MATSUBARA,20.74,68,4.979524661
JP8010701014711,I'ROM GROUP CO LTD,JP,8690,95366.03373,673,TOKYO,19.426,86,4.979393721
KR1760110008737,KOREA COMPUTER INC.,KR,2611,95345.3796,NA,NA,8.778,26,4.979299652
JP3010401109114,BEAGLEE INC,JP,6209,95317.62824,NA,MINATO,17.154,62,4.979173227
JP6040001029566,CVS BAY AREA INC,JP,4711,95314.71939,NA,CHIBA,-6.476,47,4.979159974
KR1101111921140,SURPLUS GLOBAL INC.,KR,4614,95290.93669,NA,NA,1.811,46,4.979051596
JP7180001049070,MG HOME CO LTD,JP,6820,95259.15692,72,NAGOYA,23.157,68,4.978906734
JP5010001033646,FENWAL CONTROLS OF JAPAN LTD,JP,3250,95175.85772,189,TOKYO,7.885,32,4.978526799
KR1701110111352,"JVM CO.,LTD.",KR,2829,95132.64078,NA,DAEGU,6.771,28,4.978329552
JP4240001029432,ISHII HYOKI CO LTD,JP,2612,95093.81892,649,FUKUYAMA,7.198,26,4.978152289
JP3013401001100,KOKUSAI CO LTD,JP,2651,95079.9176,321,TOKYO,7.1,26,4.978088797
KR1101111194739,MP GROUP INC.,KR,4617,94963.81715,NA,SEOUL,-25.69,46,4.977558163
JP8010401008344,QUEST CO LTD,JP,5829,94889.85608,786,MINATO,10.93,58,4.977219788
KR1942110018855,"CENIT CO.,LTD.",KR,2432,94789.30428,NA,NA,4.43,24,4.976759336
JP9100001001862,TAKACHIHO CO LTD,JP,4690,94782.82959,307,NAGANO,13.651,46,4.97672967
KR1101110039209,D.I. CORPORATION,KR,2611,94610.00733,NA,SEOUL,0.677,26,4.975937076
JP5120001080628,SANWA CO LTD,JP,2620,94609.66321,100,TOKYO,3.657,26,4.975935496
KR1101113856618,"SJ GROUP CO. , LTD.",KR,1512,94571.44799,NA,SEOUL,23.068,15,4.975760039
KR1101110026834,HANYANG SECURITIES CO,KR,6419,94552.17783,306,SEOUL,9.841,64,4.975671536
JP3010501032975,TECHNOFLEX CORPORATION,JP,2451,94458.31743,267,TOKYO,12.128,24,4.975240205
JP4120001029155,SUGIMURA WAREHOUSE CO LTD,JP,5210,94448.00693,365,OSAKA,10.48,52,4.975192798
KR1101111823289,"COSON CO.,LTD.",KR,2640,94380.56701,NA,SEOUL,-6.578,26,4.974882582
JP3180001033524,SYNCLAYER INC,JP,2630,94336.50658,301,NAGOYA,29.761,26,4.97467979
KR1701110176489,UNION MATERIALS CORP.,KR,2331,94238.45783,NA,DAEGU,4.248,23,4.97422817
JP3011001008986,SAKURA RUBBER CO LTD,JP,1420,94203.33083,342,NA,10.568,14,4.974066259
JP5180001043125,ZETTON INC,JP,5610,94011.60235,392,MINATO,44.297,56,4.973181455
KR1101111958888,"DA TECHNOLOGY CO.,LTD.",KR,2899,94010.82871,NA,HWASEONG-SI,-32.789,28,4.973177881
JP4030001034271,PACIFIC SYSTEMS CORPORATION,JP,2611,93970.62256,610,SAITAMA,16.033,26,4.972992104
KR1301110011807,"UNI CHEM CO.,LTD.",KR,1511,93963.65907,NA,ANSAN-SI,18.503,15,4.97295992
JP2120901007344,TAIKO PHARMACEUTICAL CO LTD,JP,2120,93929.37662,229,OSAKA,11.358,21,4.97280144
KR1344110000719,"HWAIL PHARM. CO.,LTD.",KR,2120,93923.71694,142,HWASEONG-SI,3.568,21,4.972775271
KR1201110003111,"HANIL CHEMICAL IND. CO.,LTD.",KR,2013,93901.89279,NA,NA,2.808,20,4.972674346
KR1801110054641,"NK CO.,LTD.",KR,2599,93671.10682,NA,BUSAN,-29.566,25,4.971605652
KR1641110000397,"HANALL BIO PHARMA CO.,LTD.",KR,2110,93670.79243,NA,DAEJEON,12.431,21,4.971604194
JP6310001008798,FESTARIA HOLDINGS CO LTD,JP,4777,93602.49991,569,TOKYO,3.188,47,4.971287448
JP1020001061889,"TAKA NET SERVICE CO.,LTD.",JP,4511,93545.02167,35,NA,-533.191,45,4.97102068
KR1101110204498,"YUYANG D & U CO.,LTD.",KR,2630,93530.16797,NA,HWASEONG-SI,-7.892,26,4.970951714
KR1101110307870,SSANGYONG INFORMATION & COMMUICATIONS CORP.,KR,6190,93504.83457,NA,SEOUL,2.605,61,4.970834066
KR1501110001036,"CHOKWANG LEATHER CO.,LTD.",KR,1511,93487.95256,157,CHEONGJU-SI,6.971,15,4.970755649
JP4010001120965,SANSAN INC,JP,NA,93350.53707,549,TOKYO,-27.798,NA,4.970116821
JP2010401034593,UNIRITA INC,JP,6201,93267.9241,563,TOKYO,11.953,62,4.969732311
JP4011201005139,MANDARAKE INC,JP,4761,93182.05781,367,NAKANO,11.594,47,4.969332297
JP4030001006527,NIHON SEIKAN K K,JP,2592,93177.30302,212,SAITAMA,3.654,25,4.969310136
JP5010001125807,WELLNET CORPORATION,JP,8291,93166.21092,118,TOKYO,7.222,82,4.969258433
KR1352110033862,"ACTRO CO.,LTD.",KR,2611,93146.85219,NA,YONGIN-SI,20.268,26,4.969168183
KR1101115695337,RFHIC CORPORATION,KR,2630,93080.63177,NA,ANYANG-SI,10.216,26,4.968859322
JP5011401000351,ATOMIX CO LTD,JP,2030,93049.73359,286,ITABASHI,3.096,20,4.968715134
KR1101110175467,"WOOJIN I & S CO.,LTD.",KR,4329,92681.83318,NA,SEOUL,2.52,43,4.966994615
JP6120001054993,CDG CO LTD,JP,4690,92506.83779,224,OSAKA,11.881,46,4.966173835
JP8430001028254,KITANOTATSUJIN CORPORATION,JP,4791,92260.9076,125,SAPPORO,67.149,47,4.965017723
JP9021001033474,HAMEE CORP,JP,4778,92236.45524,309,NA,28.156,47,4.964902604
JP9430001050661,WAKOU SHOKUHIN COMPANY LIMITED,JP,1039,92130.50348,236,OTARU,4.878,10,4.964403445
JP1220001011873,KYOWAKOGYOSYO CO LTD,JP,2594,92128.17413,304,KOMATSU,11.203,25,4.964392464
JP2290001072306,TENO HOLDINGS CO LTD,JP,8891,92107.53856,1643,FUKUOKA,24.684,88,4.964295177
JP2011301023802,GIKEN HOLDINGS CO LTD,JP,NA,92076.34172,161,TOKYO,13.478,NA,4.964148056
JP6120001104237,KICHIRI HOLDINGS & CO LTD,JP,5610,92071.22582,304,OSAKA,12.344,56,4.964123925
JP1010401098870,RPA HOLDINGS INC,JP,7311,92052.37926,130,TOKYO,2.316,73,4.964035018
KR1101115125649,"I-SCREAM EDU CO.,LTD.",KR,5819,91929.80864,477,SEOUL,6.656,58,4.963456356
JP7011101062525,TENPO INNOVATION CO,JP,6820,91861.87989,84,TOKYO,32.133,68,4.963135329
JP6013401001080,KEL CORPORATION,JP,2611,91828.16845,300,TOKYO,7.521,26,4.962975922
KR1101111192981,"SKBIOLAND CO.,LTD.",KR,2042,91821.44018,NA,CHEONGJU-SI,8.345,20,4.9629441
JP8010901029204,KUSHIKATSU TANAKA HOLDINGS CO,JP,5610,91750.78149,348,TOKYO,24.027,56,4.962609772
JP1260001001078,OKAYAMA PAPER INDUSTRIES CO LTD,JP,1712,91746.1741,182,OKAYAMA,9.379,17,4.962587963
KR1348110003020,"DAELIM PAPER CO.,LTD.",KR,1724,91466.86512,141,NA,1.095,17,4.961263795
KR1243110006456,AUTOMOBILE & PCB INC.,KR,2612,91415.29663,NA,BUCHEON-SI,-11.068,26,4.961018873
JP9011001053119,JAPAN SYSTEMS CO LTD,JP,6201,91397.31131,580,NA,14.819,62,4.96093342
JP6120901008215,SNK CORPORATION,JP,5829,91371.42169,176,NA,14.3,58,4.960810382
JP8010401085763,RECOMM CO LTD,JP,2733,91323.0212,560,TOKYO,15.285,27,4.960580271
JP9040001034893,IWABUCHI CORPORATION,JP,2599,91020.49992,404,MATSUDO,5.765,25,4.959139216
JP8011101022577,RIKEI CORPORATION,JP,4652,90974.31879,169,SHINSHUKU,3.924,46,4.958918812
JP8120001077571,MORISHITA JINTAN CO LTD,JP,2110,90966.46628,297,OSAKA,4.595,21,4.958881324
JP4021001037562,HEIAN CEREMONY SERVICE CO LTD,JP,9603,90764.50991,241,HIRATSUKA,11.392,96,4.957916067
JP1010001132006,SOFTBRAIN CO LTD,JP,6201,90675.13392,263,TOKYO,22.307,62,4.957488206
KR1311110004554,"SANGJI CAELUM, INC.",KR,2630,90637.89551,NA,SEOUL,-10.125,26,4.957309813
KR1101111539597,"HYUNDAI TELECOMMUNICATION CO.,LTD.",KR,2630,90302.75645,173,SEOUL,14.78,26,4.955701007
JP4020001032202,TECHNO MEDICA CO LTD,JP,3250,90253.30578,225,YOKOHAMA,9.463,32,4.955463118
KR1345110001228,"HEUNGKUK METAL TECH CO.,LTD.",KR,2892,90240.24997,NA,NA,13.647,28,4.95540029
JP7380001004435,ASAKA RIKEN CO LTD,JP,2454,90205.38339,184,FUKUSHIMA,4.129,24,4.955232457
JP5010001034751,ASAHI CONCRETE WORKS CO LTD,JP,2363,90181.44745,212,NA,6.011,23,4.955117202
JP8240001003540,CONSEC CORPORATION,JP,2849,90177.13159,423,HIROSHIMA,1.644,28,4.955096417
JP6120001020814,DIJET INDUSTRIAL COMPANY LIMITED,JP,2849,90145.99203,420,OSAKA,6.561,28,4.954946422
KR1341110106357,M PLUS CORP.,KR,2899,90122.30818,NA,CHEONGJU-SI,1.874,28,4.954832306
JP3010001034745,ISHII IRON WORKS CO LTD,JP,2529,90001.03346,117,NA,10.598,25,4.954247496
KR1801110062008,"HYUNJIN MATERIALS CO.,LTD.",KR,2550,89958.48628,NA,BUSAN,NA,25,4.954042139
KR1101113104661,"OPASNET CO.,LTD.",KR,6201,89954.55555,263,SEOUL,18.51,62,4.954023162
JP1120001077594,LIHIT LAB INC,JP,1723,89727.29692,641,OSAKA,5.154,17,4.952924585
KR1311110475341,UBIQUOSS INC.,KR,2630,89719.48386,189,SEONGNAM-SI,15.322,26,4.952886766
JP6110001015567,ENDO MANUFACTURING CO LTD,JP,3230,89570.82678,1687,TSUBAME,3.129,32,4.952166583
KR1201110155011,"PAVONINE CO.,LTD.",KR,2611,89491.36069,NA,INCHEON,-32.208,26,4.951781111
JP4010001021288,SOSEI GROUP CORPORATION,JP,7211,89470.30442,163,CHIYODA,1.185,72,4.951678915
KR1101111041633,JOYCITY CORPORATION,KR,5829,89079.147,NA,SEONGNAM-SI,1.334,58,4.94977605
JP9010001063813,"BASE CO.,LTD.",JP,5829,89028.85466,749,NA,29.255,58,4.949530786
JP3010001008658,AKASAKA DIESELS LTD,JP,2811,88940.88623,296,TOKYO,1.443,28,4.949101453
KR1741110000098,"ASIA TECHNOLOGY CO.,LTD.",KR,2830,88836.26279,247,DAEGU,0.487,28,4.94859028
JP9011101032971,"GENERATION PASS CO.,LTD.",JP,6311,88820.93064,138,TOKYO,1.947,63,4.948515319
JP7010005008361,JAPAN LOGISTICS FUND INC,JP,9499,88804.67827,NA,TOKYO,6.781,94,4.948435845
JP7010001004224,SAFTEC CO LTD,JP,4614,88732.74819,318,NA,18.126,46,4.948083933
JP8400001008341,NCXX GROUP INC,JP,2630,88628.19885,280,HANAMAKI,-54.504,26,4.947571923
JP2010701017604,DUALTAP CO LTD,JP,6831,88626.90018,124,TOKYO,15.639,68,4.94756556
JP8020001036389,FORLIFE CO LTD,JP,4110,88596.92118,69,YOKOHAMA,12.132,41,4.94741863
KR1801110611863,"CS BEARING CO.,LTD.",KR,2815,88593.62877,NA,NA,18.077,28,4.947402491
KR1615110001291,JW SHINYAK CORPORATION,KR,2571,88557.13283,NA,SEOUL,3.958,25,4.947223547
JP6130001023386,THE KYOTO HOTEL LTD,JP,5510,88555.53203,778,KYOTO,-9.963,55,4.947215697
JP7010001051893,TOYO SECURITIES CO LTD,JP,6612,88500.46303,732,TOKYO,-1.459,66,4.946945543
JP9010001164479,SEGUE GROUP CO LTD,JP,6209,88405.75168,409,TOKYO,22.197,62,4.946480521
JP9011201009845,ESOL CO LTD,JP,6201,88388.88951,449,TOKYO,16.907,62,4.946397678
JP6010405005158,MORI HILLS REIT INVESTMENT CORPORATION,JP,9499,88337.72422,NA,TOKYO,5.533,94,4.946146207
KR1101110515275,"HEUNG-A SHIPPING CO.,LTD.",KR,5020,88242.21747,NA,SEOUL,-176.711,50,4.945676413
KR1101110192271,HYUNGJI INNOVATION AND CREATIVE COMPANY LIMITED,KR,1413,88184.8656,NA,SEOUL,-0.251,14,4.945394057
KR2013110001155,"KOOKSOONDANG CO.,LTD.",KR,1102,88180.83467,NA,NA,-4.031,11,4.945374205
JP7010005021694,"HULIC REIT,INC.",JP,9499,88136.76671,NA,TOKYO,5.195,94,4.945157114
JP5010701002818,CROSS CAT CO LTD,JP,6201,88077.43803,602,MINATO,21.967,62,4.944864674
JP6010401005715,GLOBAL DINING INC,JP,5610,88075.9863,239,TOKYO,-9.626,56,4.944857515
